@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Time_training numeric
@attribute Time_testing numeric
@attribute Summary {'Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 4\nSize of the tree: 6\n','Number of leaves: 5\nSize of the tree: 8\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 63\nSize of the tree: 94\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 51\nSize of the tree: 77\n','Number of leaves: 59\nSize of the tree: 87\n','Number of leaves: 66\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 88\n','Number of leaves: 60\nSize of the tree: 88\n','Number of leaves: 61\nSize of the tree: 91\n','Number of leaves: 3\nSize of the tree: 4\n','Number of leaves: 1\nSize of the tree: 1\n','Number of leaves: 38\nSize of the tree: 50\n','Number of leaves: 55\nSize of the tree: 75\n','Number of leaves: 53\nSize of the tree: 71\n','Number of leaves: 51\nSize of the tree: 60\n','Number of leaves: 37\nSize of the tree: 53\n','Number of leaves: 37\nSize of the tree: 48\n','Number of leaves: 32\nSize of the tree: 43\n','Number of leaves: 61\nSize of the tree: 76\n','Number of leaves: 62\nSize of the tree: 78\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

autos,6,weka.classifiers.OneR,'-B 6',-2853544795764806635,20011014.2125,70,33,37,0,47.142857,52.857143,0,0.295238,0.15102,0.388613,68.331382,117.622636,158.435217,39738,-39579.564783,2.26336,567.685714,-565.422354,56.658727,0.80941,2397.257909,0,0,0,0,1,70,0,0,0,0,0,0.006,0.002,?,?,?,?
autos,7,weka.classifiers.OneR,'-B 6',-2853544795764806635,20011014.2125,70,39,31,0,55.714286,44.285714,0,0.37518,0.126531,0.355711,57.205978,107.711843,158.390946,33294,-33135.609054,2.262728,475.628571,-473.365844,68.465052,0.978072,2890.382301,0,0,0,0,1,70,0,0,0,0,0,0.007,0.005,?,?,?,?
autos,8,weka.classifiers.OneR,'-B 6',-2853544795764806635,20011014.2125,70,40,30,0,57.142857,42.857143,0,0.455959,0.122449,0.349927,54.706562,103.594088,174.232605,32220,-32045.767395,2.489037,460.285714,-457.796677,82.548077,1.179258,3633.228084,0,0,0,0,1,70,0,0,0,0,0,0.008,0.001,?,?,?,?
autos,9,weka.classifiers.OneR,'-B 6',-2853544795764806635,20011014.2125,70,43,27,0,61.428571,38.571429,0,0.493705,0.110204,0.33197,49.605382,99.430898,161.845847,28998,-28836.154153,2.312084,414.257143,-411.945059,87.123041,1.244615,3718.192059,0,0,0,0,1,70,0,0,0,0,0,0.013,0.002,?,?,?,?
autos,10,weka.classifiers.OneR,'-B 6',-2853544795764806635,20011014.2125,70,34,36,0,48.571429,51.428571,0,0.300583,0.146939,0.383326,65.876289,114.241554,165.459263,38664,-38498.540737,2.363704,552.342857,-549.979153,55.907979,0.798685,2402.794052,0,0,0,0,1,70,0,0,0,0,0,0.009,0.001,?,?,?,?
iris,1,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.940767,0.029883,0.143835,6.696608,30.359156,81.592363,6.26268,75.329683,1.59985,0.122798,1.477053,76.698706,1.503896,4848.178668,1,20,0,0,1,31,0,0,1,1,1,0.002,0.003,?,?,?,?
iris,2,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,48,3,0,94.117647,5.882353,0,0.910369,0.041908,0.191983,9.284785,39.955522,83.584631,18.286602,65.298029,1.638914,0.358561,1.280354,76.542893,1.500841,4862.890542,1,20,0,0,1,31,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,3,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,47,4,0,92.156863,7.843137,0,0.880702,0.041836,0.161087,9.375351,34.000622,81.592363,9.739758,71.852605,1.59985,0.190976,1.408875,75.112062,1.472786,4747.885782,1,16,0,0,1,35,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,4,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.940281,0.036275,0.162857,8.101192,34.22796,82.248115,12.121985,70.126129,1.612708,0.237686,1.375022,76.61633,1.502281,4850.760573,1,16,0,0,1,35,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,5,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,46,5,0,90.196078,9.803922,0,0.852941,0.065593,0.217231,14.758477,46.08166,80.833088,18.248157,62.584931,1.584963,0.357807,1.227156,69.99388,1.372429,4416.122136,1,17,0,0,1,34,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,6,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.94104,0.046077,0.173026,10.325648,36.520587,81.592363,12.296059,69.296304,1.59985,0.241099,1.358751,74.489396,1.460576,4708.52663,1,16,0,0,1,35,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,7,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.939858,0.036917,0.14655,8.216404,30.67077,82.936888,6.97709,75.959798,1.626213,0.136806,1.489408,77.131028,1.512373,4891.457711,1,15,0,0,1,36,0,0,1,1,1,0.001,0.003,?,?,?,?
iris,8,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,51,0,0,100,0,0,1,0.009216,0.037835,2.051066,7.918271,82.936888,1.108222,81.828667,1.626213,0.02173,1.604484,81.828667,1.604484,5189.370248,1,22,0,0,1,29,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,9,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,47,4,0,92.156863,7.843137,0,0.882353,0.06694,0.218182,15.052817,46.250038,80.939202,25.870064,55.069138,1.587043,0.507256,1.079787,70.415625,1.380699,4443.897847,1,18,0,0,1,33,0,0,1,1,1,0.002,0.002,?,?,?,?
iris,10,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.94104,0.027349,0.153451,6.149871,32.528406,80.939202,8.772368,72.166834,1.587043,0.172007,1.415036,76.50437,1.500086,4828.155726,1,18,0,0,1,33,0,0,1,1,1,0.002,0.002,?,?,?,?
contact-lenses,1,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,6,2,0,75,25,0,0.428571,0.269898,0.33441,73.257938,84.654409,9.472017,6.895035,2.576982,1.184002,0.861879,0.322123,3.176928,0.397116,208.416526,1,1,0,0,1,7,0,0,1,1,1,0,0.001,?,?,?,?
contact-lenses,2,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,6,2,0,75,25,0,0.609756,0.271689,0.347449,72.029235,80.351316,11.194409,7.365281,3.829128,1.399301,0.92066,0.478641,4.760434,0.595054,344.0098,1,1,0.142857,1,0.857143,6,0,0,0.5,1,0.666667,0,0,?,?,?,?
contact-lenses,3,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,7,1,0,87.5,12.5,0,0.733333,0.227229,0.275932,60.950843,64.903177,10.686262,5.197132,5.48913,1.335783,0.649642,0.686141,5.453085,0.681636,388.674993,1,2,0,0,1,6,0,0,1,1,1,0,0.001,?,?,?,?
contact-lenses,4,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,6,2,0,75,25,0,0.555556,0.273829,0.346272,69.369987,74.256701,12.473645,7.15081,5.322835,1.559206,0.893851,0.665354,5.322835,0.665354,405.570743,1,2,0,0,1,6,0,0,1,1,1,0.001,0,?,?,?,?
contact-lenses,5,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,7,1,0,87.5,12.5,0,0.692308,0.230635,0.28296,62.600794,69.600583,10.051852,5.445589,4.606263,1.256481,0.680699,0.575783,4.606263,0.575783,313.894006,0.5,1,0,0,1,6,0.5,1,1,0.5,0.666667,0,0,?,?,?,?
contact-lenses,6,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,6,2,0,75,25,0,-0.066667,0.228073,0.294407,61.90544,74.527906,9.472017,5.629555,3.842462,1.184002,0.703694,0.480308,4.240751,0.530094,278.206671,0,0,0,0,1,7,1,1,0,0,0,0,0,?,?,?,?
contact-lenses,7,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,7,1,0,87.5,12.5,0,0.789474,0.28565,0.354186,75.730567,81.909168,11.194409,7.625106,3.569303,1.399301,0.953138,0.446163,4.336953,0.542119,313.407205,1,1,0.142857,1,0.857143,6,0,0,0.5,1,0.666667,0,0.001,?,?,?,?
contact-lenses,8,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,7,1,0,87.5,12.5,0,0.619048,0.22266,0.267464,61.16438,66.67958,9.729923,4.998862,4.731061,1.21624,0.624858,0.591383,4.731061,0.591383,322.398432,1,1,0,0,1,7,0,0,1,1,1,0,0,?,?,?,?
contact-lenses,9,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,5,3,0,62.5,37.5,0,0.368421,0.298838,0.372613,79.226894,86.170623,11.194409,8.643326,2.551083,1.399301,1.080416,0.318885,3.727417,0.465927,269.359432,1,1,0.142857,1,0.857143,6,0,0,0.5,1,0.666667,0,0,?,?,?,?
contact-lenses,10,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,8,6,2,0,75,25,0,0.578947,0.26356,0.326164,70.696045,76.718408,10.686262,6.740211,3.946051,1.335783,0.842526,0.493256,4.093394,0.511674,291.761466,0.5,1,0.166667,1,0.833333,5,0.5,1,0.5,0.5,0.5,0,0,?,?,?,?
labor-neg-data,1,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,18,1,0,94.736842,5.263158,0,0.890173,0.062815,0.209898,13.297916,41.730437,19.209354,3.673626,15.535727,1.011019,0.193349,0.81767,16.716412,0.879811,1837.501231,0.875,7,0,0,1,11,0.125,1,1,0.875,0.933333,0.001,0.001,?,?,?,?
labor-neg-data,2,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,19,0,0,100,0,0,1,0.009267,0.028962,1.961754,5.758054,19.209354,0.266504,18.94285,1.011019,0.014027,0.996992,18.94285,0.996992,2082.23564,1,8,0,0,1,11,0,0,1,1,1,0.002,0.001,?,?,?,?
labor-neg-data,3,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,17,2,0,89.473684,10.526316,0,0.77381,0.1309,0.331476,28.423992,68.66723,18.059873,228.897423,-210.83755,0.95052,12.047233,-11.096713,12.983533,0.683344,1389.998572,0.857143,6,0.083333,1,0.916667,11,0.142857,1,0.857143,0.857143,0.857143,0.001,0.001,?,?,?,?
labor-neg-data,4,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,16,3,0,84.210526,15.789474,0,0.681564,0.161477,0.355387,34.184452,70.655612,19.209354,248.021432,-228.812078,1.011019,13.05376,-12.042741,12.684771,0.66762,1394.335223,0.875,7,0.181818,2,0.818182,9,0.125,1,0.777778,0.875,0.823529,0.001,0.001,?,?,?,?
labor-neg-data,5,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,19,0,0,100,0,0,1,0.057504,0.137551,12.486532,28.494462,18.059873,1.930388,16.129485,0.95052,0.101599,0.84892,16.00397,0.842314,1713.362272,1,7,0,0,1,12,0,0,1,1,1,0.002,0.001,?,?,?,?
labor-neg-data,6,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,19,0,0,100,0,0,1,0.05132,0.107841,11.143747,22.339846,18.059873,1.601785,16.458087,0.95052,0.084304,0.866215,16.458087,0.866215,1761.979471,1,7,0,0,1,12,0,0,1,1,1,0.002,0.001,?,?,?,?
labor-neg-data,7,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,18,1,0,94.736842,5.263158,0,0.893855,0.065227,0.232734,13.32594,44.024065,20.778422,9.527135,11.251288,1.093601,0.501428,0.592173,18.154945,0.955523,2060.040036,0.888889,8,0,0,1,10,0.111111,1,1,0.888889,0.941176,0.001,0.001,?,?,?,?
labor-neg-data,8,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,17,2,0,89.473684,10.526316,0,0.784091,0.10068,0.272925,21.31382,54.261042,19.209354,241.837212,-222.627859,1.011019,12.728274,-11.717256,15.075154,0.793429,1657.090811,0.875,7,0.090909,1,0.909091,10,0.125,1,0.875,0.875,0.875,0.001,0.001,?,?,?,?
labor-neg-data,9,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,16,3,0,84.210526,15.789474,0,0.627451,0.150386,0.351206,32.655138,72.754446,18.059873,22.687153,-4.62728,0.95052,1.194061,-0.243541,12.13535,0.638703,1299.193312,0.571429,4,0,0,1,12,0.428571,3,1,0.571429,0.727273,0.001,0.001,?,?,?,?
labor-neg-data,10,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,19,19,0,0,100,0,0,1,0.025592,0.071324,5.228514,13.491683,20.778422,0.78335,19.995072,1.093601,0.041229,1.052372,19.995072,1.052372,2268.839092,1,9,0,0,1,10,0,0,1,1,1,0.001,0.001,?,?,?,?
soybean,1,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,212,20,0,91.37931,8.62069,0,0.905752,0.011018,0.085596,11.438029,38.968278,904.067586,153.211873,750.855713,3.896843,0.660396,3.236447,836.189025,3.604263,21712.221739,1,7,0.008889,2,0.991111,223,0,0,0.777778,1,0.875,0.014,0.107,?,?,?,?
soybean,2,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,213,19,0,91.810345,8.189655,0,0.910079,0.011342,0.08489,11.773612,38.636925,906.092684,131.158044,774.93464,3.905572,0.565336,3.340236,840.572177,3.623156,21860.314445,1,10,0,0,1,222,0,0,1,1,1,0.016,0.108,?,?,?,?
soybean,3,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,210,22,0,90.517241,9.482759,0,0.896233,0.012442,0.09439,12.916251,42.961893,902.304506,167.899814,734.404692,3.889244,0.723706,3.165537,823.425658,3.549249,21387.445535,1,7,0,0,1,225,0,0,1,1,1,0.015,0.109,?,?,?,?
soybean,4,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,211,21,0,90.948276,9.051724,0,0.901355,0.011188,0.088384,11.583516,40.054674,918.841627,161.349371,757.492256,3.960524,0.695471,3.265053,846.503514,3.648722,22149.24452,1,7,0.013333,3,0.986667,222,0,0,0.7,1,0.823529,0.016,0.11,?,?,?,?
soybean,5,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,215,17,0,92.672414,7.327586,0,0.919576,0.011444,0.087627,11.888112,39.928212,900.439927,130.303368,770.136559,3.881207,0.561652,3.319554,826.947106,3.564427,21462.464879,1,7,0,0,1,225,0,0,1,1,1,0.016,0.107,?,?,?,?
soybean,6,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,207,25,0,89.224138,10.775862,0,0.881763,0.013885,0.098173,14.432336,44.791558,893.103928,180.378517,712.725411,3.849586,0.777494,3.072092,802.181541,3.457679,20729.032724,1,5,0,0,1,227,0,0,1,1,1,0.015,0.107,?,?,?,?
soybean,7,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,210,22,0,90.517241,9.482759,0,0.895915,0.011431,0.089367,11.873747,40.724397,897.6277,128.730596,768.897104,3.869085,0.554873,3.314212,826.656506,3.563175,21401.695995,1,6,0,0,1,226,0,0,1,1,1,0.014,0.11,?,?,?,?
soybean,8,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,207,25,0,89.224138,10.775862,0,0.881184,0.012971,0.095869,13.476975,43.717195,899.630665,173.06992,726.560745,3.877718,0.745991,3.131727,813.57462,3.506787,21071.366753,1,9,0.008969,2,0.991031,221,0,0,0.818182,1,0.9,0.016,0.107,?,?,?,?
soybean,9,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,211,21,0,90.948276,9.051724,0,0.899291,0.0112,0.091967,11.66608,42.150484,870.137359,168.995346,701.142013,3.750592,0.728428,3.022164,797.201546,3.436214,20332.87754,1,7,0,0,1,225,0,0,1,1,1,0.014,0.11,?,?,?,?
soybean,10,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,232,216,16,0,93.103448,6.896552,0,0.924427,0.009455,0.075952,9.812401,34.556349,916.030518,82.762052,833.268467,3.948407,0.356733,3.591674,855.223832,3.68631,22309.121345,1,3,0,0,1,229,0,0,1,1,1,0.015,0.109,?,?,?,?
weather,1,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,1,4,0,20,80,0,0,0.671842,0.707216,123.171052,129.656306,5.687518,10.330128,-4.64261,1.137504,2.066026,-0.928522,-1.192482,-0.238496,-119.964391,0.2,1,0,0,0,0,0.8,4,1,0.2,0.333333,0,0,?,?,?,?
weather,2,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,2,3,0,40,60,0,0,0.602124,0.774471,110.389446,131.453744,6.542271,74.319958,-67.777687,1.308454,14.863992,-13.555537,-0.474845,-0.094969,-56.171397,1,2,1,3,0,0,0,0,0.4,1,0.571429,0,0,?,?,?,?
weather,3,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,3,2,0,60,40,0,0.166667,0.531891,0.622135,112.515439,126.644354,4.875093,8.535928,-3.660834,0.975019,1.707186,-0.732167,-0.865577,-0.173115,-91.531465,0.666667,2,0.5,1,0.5,1,0.333333,1,0.666667,0.666667,0.666667,0,0,?,?,?,?
weather,4,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,2,3,0,40,60,0,-0.363636,0.605896,0.644066,128.170339,135.843472,4.63538,7.848149,-3.212769,0.927076,1.56963,-0.642554,-1.572943,-0.314589,-158.238942,0.5,2,1,1,0,0,0.5,2,0.666667,0.5,0.571429,0,0,?,?,?,?
weather,5,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,4,1,0,80,20,0,0.545455,0.329923,0.481117,69.791432,97.938194,4.875093,13.160827,-8.285734,0.975019,2.632165,-1.657147,1.686568,0.337314,178.348224,1,3,0.5,1,0.5,1,0,0,0.75,1,0.857143,0,0,?,?,?,?
weather,6,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,4,1,0,80,20,0,0.545455,0.495512,0.542407,104.819819,114.401963,4.63538,6.578422,-1.943042,0.927076,1.315684,-0.388608,-0.127359,-0.025472,-12.81243,0.75,3,0,0,1,1,0.25,1,1,0.75,0.857143,0,0,?,?,?,?
weather,7,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,4,1,0,80,20,0,0,0.398827,0.444574,73.118263,81.505196,5.687518,4.157257,1.53026,1.137504,0.831451,0.306052,1.843924,0.368785,185.49982,0.8,4,0,0,0,0,0.2,1,1,0.8,0.888889,0,0,?,?,?,?
weather,8,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,3,2,0,60,40,0,0.166667,0.415645,0.547725,87.924957,111.49713,4.875093,19.090595,-14.215501,0.975019,3.818119,-2.8431,0.558399,0.11168,59.048561,0.666667,2,0.5,1,0.5,1,0.333333,1,0.666667,0.666667,0.666667,0,0.001,?,?,?,?
weather,9,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,3,2,0,60,40,0,0,0.413252,0.546139,87.418596,111.174345,4.875093,17.067949,-12.192856,0.975019,3.41359,-2.438571,0.643873,0.128775,68.087088,1,3,1,2,0,0,0,0,0.6,1,0.75,0,0,?,?,?,?
weather,10,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,5,3,2,0,60,40,0,0.166667,0.465981,0.49994,98.572839,101.769812,4.875093,5.148253,-0.273159,0.975019,1.029651,-0.054632,0.225908,0.045182,23.888968,0.666667,2,0.5,1,0.5,1,0.333333,1,0.666667,0.666667,0.666667,0,0,?,?,?,?
autos,1,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,38,32,0,54.285714,45.714286,0,0.417728,0.133459,0.338991,59.495628,99.932434,167.87199,947.881507,-780.009516,2.398171,13.541164,-11.142993,84.960424,1.21372,3689.752416,0,0,0,0,1,70,0,0,0,0,0,0.014,0.021,?,?,?,?
autos,2,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,36,34,0,51.428571,48.571429,0,0.39146,0.142383,0.34729,63.465569,102.492463,175.731521,4095.433743,-3919.702222,2.51045,58.506196,-55.995746,68.340604,0.976294,3005.920302,0,0,0,0,1,70,0,0,0,0,0,0.011,0.02,?,?,?,?
autos,3,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,37,33,0,52.857143,47.142857,0,0.39781,0.134061,0.327418,60.126169,97.487973,163.960255,551.762433,-387.802178,2.342289,7.88232,-5.540031,79.162153,1.130888,3401.720161,0,0,0,0,1,70,0,0,0,0,0,0.009,0.021,?,?,?,?
autos,4,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,44,26,0,62.857143,37.142857,0,0.524804,0.116563,0.30713,52.339127,91.51794,166.147414,1476.643526,-1310.496112,2.373534,21.094908,-18.721373,89.379073,1.276844,3872.160037,0,0,0,0,1,70,0,0,0,0,0,0.01,0.02,?,?,?,?
autos,5,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,41,29,0,58.571429,41.428571,0,0.465649,0.125206,0.325483,55.938316,96.45341,167.77735,2988.543883,-2820.766533,2.396819,42.693484,-40.296665,82.770474,1.182435,3583.681229,0,0,0,0,1,70,0,0,0,0,0,0.01,0.02,?,?,?,?
autos,6,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,40,30,0,57.142857,42.857143,0,0.443709,0.118616,0.299024,53.669349,90.506439,158.435217,1701.69476,-1543.259543,2.26336,24.309925,-22.046565,82.829353,1.183276,3504.549649,0,0,0,0,1,70,0,0,0,0,0,0.01,0.02,?,?,?,?
autos,7,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,40,30,0,57.142857,42.857143,0,0.461814,0.128382,0.327853,58.043024,99.276108,158.390946,760.50916,-602.118213,2.262728,10.864417,-8.601689,81.087119,1.158387,3423.24684,0,0,0,0,1,70,0,0,0,0,0,0.016,0.02,?,?,?,?
autos,8,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,34,36,0,48.571429,51.428571,0,0.351184,0.142837,0.348204,63.815485,103.084114,174.232605,4238.834333,-4064.601728,2.489037,60.554776,-58.065739,72.519362,1.035991,3191.82942,0,0,0,0,1,70,0,0,0,0,0,0.01,0.02,?,?,?,?
autos,9,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,41,29,0,58.571429,41.428571,0,0.468586,0.121216,0.323502,54.561969,96.894672,161.845847,1181.524971,-1019.679124,2.312084,16.878928,-14.566845,83.264968,1.1895,3553.539221,0,0,0,0,1,70,0,0,0,0,0,0.011,0.02,?,?,?,?
autos,10,weka.classifiers.NaiveBayes,'',-2022278501536272782,20011014.2125,70,45,25,0,64.285714,35.714286,0,0.536792,0.105808,0.298793,47.436346,89.048357,165.459263,1662.603218,-1497.143955,2.363704,23.751475,-21.387771,98.273353,1.403905,4223.558675,0,0,0,0,1,70,0,0,0,0,0,0.01,0.02,?,?,?,?
iris,1,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,47,4,0,92.156863,7.843137,0,0.881533,0.305146,0.335779,68.381746,70.87269,81.592363,45.722193,35.87017,1.59985,0.896514,0.703337,35.87017,0.703337,2267.378409,1,20,0,0,1,31,0,0,1,1,1,0.001,0,?,?,?,?
iris,2,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,46,5,0,90.196078,9.803922,0,0.852174,0.27119,0.309385,60.082204,64.389082,83.584631,39.882251,43.70238,1.638914,0.782005,0.856909,43.87651,0.860324,2787.543788,1,20,0,0,1,31,0,0,1,1,1,0,0.001,?,?,?,?
iris,3,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,48,3,0,94.117647,5.882353,0,0.910787,0.299035,0.329358,67.01239,69.517567,81.592363,44.629685,36.962678,1.59985,0.875092,0.724758,36.962678,0.724758,2336.436627,1,16,0,0,1,35,0,0,1,1,1,0.001,0,?,?,?,?
iris,4,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,50,1,0,98.039216,1.960784,0,0.970262,0.267331,0.304335,59.701802,63.962475,82.248115,39.244821,43.003294,1.612708,0.769506,0.843202,43.150296,0.846084,2731.947011,1,16,0,0,1,35,0,0,1,1,1,0,0.001,?,?,?,?
iris,5,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,46,5,0,90.196078,9.803922,0,0.852941,0.289195,0.323839,65.068861,68.696564,80.833088,43.218845,37.614243,1.584963,0.847428,0.737534,37.7371,0.739943,2380.945896,1,17,0,0,1,34,0,0,1,1,1,0,0.001,?,?,?,?
iris,6,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,46,5,0,90.196078,9.803922,0,0.853026,0.308274,0.341211,69.082697,72.019247,81.592363,46.733088,34.859275,1.59985,0.916335,0.683515,34.911149,0.684532,2206.758078,1,16,0,0,1,35,0,0,1,1,1,0,0.001,?,?,?,?
iris,7,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,48,3,0,94.117647,5.882353,0,0.90936,0.288069,0.324626,64.113085,67.93933,82.936888,42.57019,40.366698,1.626213,0.83471,0.791504,40.366698,0.791504,2559.955454,1,15,0,0,1,36,0,0,1,1,1,0,0.001,?,?,?,?
iris,8,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.939787,0.306515,0.336662,68.218428,70.458285,82.936888,46.126103,36.810786,1.626213,0.904433,0.72178,36.810786,0.72178,2334.448342,1,22,0,0,1,29,0,0,1,1,1,0.001,0.001,?,?,?,?
iris,9,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,43,8,0,84.313725,15.686275,0,0.765247,0.292421,0.329507,65.756896,69.848612,80.939202,44.412091,36.527111,1.587043,0.870825,0.716218,37.386933,0.733077,2359.472238,1,18,0,0,1,33,0,0,1,1,1,0,0.001,?,?,?,?
iris,10,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,51,49,2,0,96.078431,3.921569,0,0.94104,0.30748,0.336447,69.143132,71.319849,80.939202,46.055617,34.883585,1.587043,0.903051,0.683992,34.883585,0.683992,2201.487046,1,18,0,0,1,33,0,0,1,1,1,0,0.001,?,?,?,?
contact-lenses,1,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,8,6,2,0,75,25,0,0.428571,0.390572,0.417352,106.012506,105.651007,9.472017,10.22792,-0.755903,1.184002,1.27849,-0.094488,-0.47129,-0.058911,-30.91813,1,1,0,0,1,7,0,0,1,1,1,0,0,?,?,?,?
contact-lenses,2,weka.classifiers.HyperPipes,'',3009815826905365078,20011014.2125,8,6,2,0,75,25,0,0.542857,0.394024,0.423946,104.462062,98.042035,11.194409,10.46961,0.724799,1.399301,1.308701,0.0906,0.678391,0.084799,49.023511,1,1,0.142857,1,0.857143,6,0,0,0.5,1,0.666667,0,0,?,?,?,?
